formula_sc,formula_similarity,totreldiff,formula_frac,correct_formula_frac,formula_2,orig_formula_cif,tc,sc_class,sc_class_unique_sc,norm_formula_sc,chemical_composition_sc,num_elements_sc,origin_sc,old_formula_sc,database_id_2,original_formula_2,chemical_composition_2,norm_formula_2,spacegroup_2,crystal_system_2,lata_2,latb_2,latc_2,cif,original_cif_2,material_id_2,band_gap_2,band_structure_2,created_at_2,density_2,doi_2,doi_bibtex_2,dos_2,e_above_hull_2,efermi_2,encut_2,energy_2,energy_per_atom_2,exp_2,final_energy_2,final_energy_per_atom_2,formation_energy_per_atom_2,has_2,has_bandstructure_2,icsd_ids_2,is_ordered_2,last_updated_2,magnetic_type_2,nsites_2,ntask_ids_2,original_task_id_2,oxide_type_2,pretty_formula_2,pseudo_potential_2,reduced_cell_formula_2,run_type_2,task_id_2,task_ids_2,total_magnetization_2,unit_cell_formula_2,cell_volume_2,warnings_2,ordering_2,is_magnetic_2,exchange_symmetry_2,num_unique_magnetic_sites_2,magmoms_2,total_magnetization_normalized_vol_2,total_magnetization_normalized_formula_units_2,num_magnetic_sites_2,true_total_magnetization_2,origin_2,cif_before_synthetic_doping,synth_doped,Reason for exclusion,graph,crystal_temp_2,no_crystal_temp_given_2,point_group_2,cubic,hexagonal,monoclinic,orthorhombic,tetragonal,triclinic,trigonal,primitive,base-centered,body-centered,face-centered,weight
Ba2Cu3Tm1O7,1,0.0,1.0,True,Ba2Cu3Tm1O7,Ba2Cu3Tm1O7,90.83333333,Cuprate,True,Ba15.385Cu23.077Tm7.692O53.84615384615385,Ba-Cu-Tm-O,4,Supercon,Tm1Ba2Cu3O7,MP-mp-622108,Ba2Tm1Cu3O7,Ba-Cu-Tm-O,Ba15.385Cu23.077Tm7.692O53.84615384615385,P m m m,orthorhombic,3.821938,3.925934,11.73833,data/final/MP/cifs/Ba2Cu3Tm1O7-MP-mp-622108.cif,data/source/MP/raw/cifs/mp-622108.cif,mp-622108,0.0,,2014-02-16 03:37:00,7.035325660398206,10.17188/1278093,"@misc{osti_1278093,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2TmCu3O7 (SG:47) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1278093"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1702789'}},0.0360076917307745,3.26053774,520.0,-78.99037859,-6.076182968461539,{'tags': ['Thulium dibarium dicopper copper(III) oxide']},-78.99037859,-6.076182968461539,-2.196327266282052,['bandstructure'],True,[81177],True,2021-05-12 10:58:51.532000,NM,13,10,mp-622108,oxide,Ba2TmCu3O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Tm_3', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Tm': 1.0, 'Cu': 3.0, 'O': 7.0}",GGA,mp-622108,"['mp-932739', 'mp-622108', 'mp-916327', 'mp-931663', 'mp-1182602', 'mp-1238995', 'mp-1420833', 'mp-1702789', 'mp-1779738', 'mp-1600103']",1.21e-05,"{'Ba': 2.0, 'Tm': 1.0, 'Cu': 3.0, 'O': 7.0}",176.12984242319212,[],NM,False,47,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6.869931769385786e-08,1.21e-05,0,1.21e-05,MP,data/source/MP/cleaned/cifs/MP-mp-622108.cif,False,,data/final/MP/graphs/Ba2Cu3Tm1O7-MP-mp-622108.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Cu4Eu0.3Pr0.7O8,3,0.04,1.0,True,Ba2Cu4Eu0.3Pr0.7O8,Ba2Cu4Pr1O8,0.0,Cuprate,True,Ba13.333Cu26.667Eu2Pr4.667O53.333333333333336,Ba-Cu-Eu-Pr-O,5,Supercon,Eu0.3Pr0.7Ba2Cu4O8,MP-mp-6779,Ba2Pr1Cu4O8,Ba-Cu-Pr-O,Ba13.333Cu26.667Pr6.667O53.333333333333336,C m m m,orthorhombic,3.929110001624248,3.949708,13.95458511,data/final/MP/cifs/Ba2Cu4Eu0.3Pr0.7O8-MP-mp-6779-synth_doped.cif,data/source/MP/raw/cifs/mp-6779.cif,mp-6779,0.0,,2011-05-16 04:48:00,6.178482380811956,10.17188/1283406,"@misc{osti_1283406,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2Pr(CuO2)4 (SG:65) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1283406"",
    place = ""United States"",
    year = ""2016"",
    month = ""7"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1676400'}},0.0,3.2175718,520.0,-89.48122933,-5.965415288666667,"{'tags': ['Praseodymium barium copper oxide (1/2/4/8)', 'Praseodymium dibarium tricopper copper(III) oxide', 'Praseodymium dibarium tetracopper octaoxide']}",-89.48122933,-5.965415288666667,-2.025191587000001,"['xas', 'bandstructure']",True,"[75850, 75815, 90748, 87940, 90757]",True,2021-05-12 10:57:34.594000,NM,15,8,mp-6779,oxide,Ba2Pr(CuO2)4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Pr_3', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Pr': 1.0, 'Cu': 4.0, 'O': 8.0}",GGA,mp-6779,"['mp-1000699', 'mp-6779', 'mp-1007159', 'mp-1381422', 'mp-1676400', 'mp-1835392', 'mp-1011903', 'mp-1598918']",0.0021731,"{'Ba': 2.0, 'Pr': 1.0, 'Cu': 4.0, 'O': 8.0}",214.40214033168536,[],NM,False,65,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0135626429093296e-05,0.0021731,0,0.0021731,MP,data/source/MP/cleaned/cifs/MP-mp-6779.cif,True,,data/final/MP/graphs/Ba2Cu4Eu0.3Pr0.7O8-MP-mp-6779-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,0,1,0,0,1.0
Ba2Cu4Eu0.75Y0.25O8,3,0.0333333333333333,1.0,True,Ba2Cu4Eu0.75Y0.25O8,Ba2Cu4Eu1O8,75.0,Cuprate,True,Ba13.333Cu26.667Eu5Y1.667O53.333333333333336,Ba-Cu-Eu-Y-O,5,Supercon,Y0.25Eu0.75Ba2Cu4O8,MP-mp-1214709,Ba2Eu1Cu4O8,Ba-Cu-Eu-O,Ba13.333Cu26.667Eu6.667O53.333333333333336,C m m m,orthorhombic,3.881293999182026,3.913904,13.99946854,data/final/MP/cifs/Ba2Cu4Eu0.75Y0.25O8-MP-mp-1214709-synth_doped.cif,data/source/MP/raw/cifs/mp-1214709.cif,mp-1214709,0.0,,2019-01-12 16:30:25.075000,6.376815622180337,,,{'GGA': {'task_id': 'mp-1738155'}},0.0,3.04640135,520.0,-93.66742595,-6.244495063333333,"{'tags': ['Ba2Cu4YO8', 'Ba2Cu4EuO8', 'high-Tc cuprate family']}",-93.66742595,-6.244495063333333,-1.9368617396666656,[],False,[],True,2021-05-12 11:00:37.845000,FM,15,4,mp-1214709,oxide,Ba2Eu(CuO2)4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Eu', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Eu': 1.0, 'Cu': 4.0, 'O': 8.0}",GGA,mp-1214709,"['mp-1214709', 'mp-1443436', 'mp-1738155', 'mp-1830136']",6.2348337,"{'Ba': 2.0, 'Eu': 1.0, 'Cu': 4.0, 'O': 8.0}",210.6128555583808,[],FM,True,65,1,"[0.0, 0.0, 6.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0296032912305855,6.2348337,1,6.2348337,MP,data/source/MP/cleaned/cifs/MP-mp-1214709.cif,True,,data/final/MP/graphs/Ba2Cu4Eu0.75Y0.25O8-MP-mp-1214709-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,0,1,0,0,1.0
Ba2Cu4Pr0.4Y0.6O8,3,0.0355555555555555,3.0,False,Ba6Cu12Pr1.2Y1.8O24,Ba6Cu12Pr2Y1O24,55.25,Cuprate,True,Ba13.333Cu26.667Pr2.667Y4O53.333333333333336,Ba-Cu-Pr-Y-O,5,Supercon,Y0.6Pr0.4Ba2Cu4O8,MP-mp-1228680,Ba6Pr2Y1Cu12O24,Ba-Cu-Pr-Y-O,Ba13.333Cu26.667Pr4.444Y2.222O53.333333333333336,C m m m,orthorhombic,3.915598,3.938203,41.54960195,data/final/MP/cifs/Ba2Cu4Pr0.4Y0.6O8-MP-mp-1228680-synth_doped.cif,data/source/MP/raw/cifs/mp-1228680.cif,mp-1228680,0.0,,2019-01-13 04:21:52.401000,6.074507263149171,,,,0.0120846905555564,3.23727402,520.0,-270.06740063,-6.001497791777778,{'tags': []},-270.06740063,-6.001497791777778,-2.02381693525926,[],False,[],True,2021-05-12 11:01:01.648000,NM,45,2,mp-1228680,oxide,Ba6Pr2Y(CuO2)12,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Pr_3', 'Y_sv', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 6.0, 'Pr': 2.0, 'Y': 1.0, 'Cu': 12.0, 'O': 24.0}",GGA,mp-1228680,"['mp-1228680', 'mp-1886757']",0.000519,"{'Ba': 6.0, 'Pr': 2.0, 'Y': 1.0, 'Cu': 12.0, 'O': 24.0}",640.0006371700476,[],NM,False,38,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.109366926491078e-07,0.000519,0,0.000519,MP,data/source/MP/cleaned/cifs/MP-mp-1228680.cif,True,,data/final/MP/graphs/Ba2Cu4Pr0.4Y0.6O8-MP-mp-1228680-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,0,1,0,0,1.0
Ba2Cu4Sm1O8,1,0.0,1.0,True,Ba2Cu4Sm1O8,Ba2Cu4Sm1O8,69.3,Cuprate,True,Ba13.333Cu26.667Sm6.667O53.333333333333336,Ba-Cu-Sm-O,4,Supercon,Sm1Ba2Cu4O8,MP-mp-1214577,Ba2Sm1Cu4O8,Ba-Cu-Sm-O,Ba13.333Cu26.667Sm6.667O53.333333333333336,C m m m,orthorhombic,3.905849999937028,3.928566,13.95306247,data/final/MP/cifs/Ba2Cu4Sm1O8-MP-mp-1214577.cif,data/source/MP/raw/cifs/mp-1214577.cif,mp-1214577,0.0,,2019-01-12 16:23:50.941000,6.322714169670792,,,{'GGA': {'task_id': 'mp-1738857'}},0.0,3.15239895,520.0,-89.70451933,-5.980301288666666,"{'tags': ['Ba2Cu4YO8', 'high-Tc cuprate family', 'Ba2Cu4SmO8']}",-89.70451933,-5.980301288666666,-2.0442317876666665,[],False,[],True,2021-05-12 11:00:35.508000,NM,15,4,mp-1214577,oxide,Ba2Sm(CuO2)4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Sm_3', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Sm': 1.0, 'Cu': 4.0, 'O': 8.0}",GGA,mp-1214577,"['mp-1214577', 'mp-1389048', 'mp-1738857', 'mp-1828930']",0.0009586,"{'Ba': 2.0, 'Sm': 1.0, 'Cu': 4.0, 'O': 8.0}",211.993743023126,[],NM,False,65,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.521831570733804e-06,0.0009586,0,0.0009586,MP,data/source/MP/cleaned/cifs/MP-mp-1214577.cif,False,,data/final/MP/graphs/Ba2Cu4Sm1O8-MP-mp-1214577.json,0,True,mmm,0,0,0,7,0,0,0,0,1,0,0,1.0
Bi1.7Ca1Cu2Pb0.3Sr2O8,3,0.04,2.0,False,Bi3.4Ca2Cu4Pb0.6Sr4O16,Bi4Ca2Cu4Sr4O16,80.5,Cuprate,True,Bi11.333Ca6.667Cu13.333Pb2Sr13.333O53.333333333333336,Bi-Ca-Cu-Pb-Sr-O,6,Supercon,Bi1.7Pb0.3Sr2Ca1Cu2O8,MP-mp-1218930,Sr4Ca2Cu4Bi4O16,Bi-Ca-Cu-Sr-O,Bi13.333Ca6.667Cu13.333Sr13.333O53.333333333333336,C c c 2,orthorhombic,5.417115,5.472898000129128,16.11398919,data/final/MP/cifs/Bi1.7Ca1Cu2Pb0.3Sr2O8-MP-mp-1218930-synth_doped.cif,data/source/MP/raw/cifs/mp-1218930.cif,mp-1218930,0.0,,2019-01-12 20:01:06.544000,6.266668983881059,,,,0.039252223722225,4.51768334,520.0,-173.15021002,-5.771673667333333,{'tags': []},-173.15021002,-5.771673667333333,-2.074956548222222,[],False,[],True,2021-05-12 11:00:42.526000,NM,30,3,mp-1218930,oxide,Sr2CaCu2(BiO4)2,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Ca_sv', 'Cu_pv', 'Bi', 'O'], 'pot_type': 'paw'}","{'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'Bi': 2.0, 'O': 8.0}",GGA,mp-1218930,"['mp-1218930', 'mp-1359698', 'mp-1817714']",0.00011165,"{'Sr': 4.0, 'Ca': 2.0, 'Cu': 4.0, 'Bi': 4.0, 'O': 16.0}",470.7976286073367,[],NM,False,37,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.743014544498498e-07,0.00011165,0,0.0002233,MP,data/source/MP/cleaned/cifs/MP-mp-1218930.cif,True,,data/final/MP/graphs/Bi1.7Ca1Cu2Pb0.3Sr2O8-MP-mp-1218930-synth_doped.json,0,True,mm2,0,0,0,6,0,0,0,0,1,0,0,1.0
Bi1.7Ca2Cu3Pb0.3Sr2O10,3,0.031578947368421,1.0,True,Bi1.7Ca2Cu3Pb0.3Sr2O10,Bi2Ca2Cu3Sr2O10,107.25,Cuprate,True,Bi8.947Ca10.526Cu15.789Pb1.579Sr10.526O52.631578947368425,Bi-Ca-Cu-Pb-Sr-O,6,Supercon,Bi1.7Pb0.3Sr2Ca2Cu3O10,MP-mp-1209015,Sr2Ca2Cu3Bi2O10,Bi-Ca-Cu-Sr-O,Bi10.526Ca10.526Cu15.789Sr10.526O52.631578947368425,I 4/m m m,tetragonal,3.7791800000000006,3.77918,19.006110040118298,data/final/MP/cifs/Bi1.7Ca2Cu3Pb0.3Sr2O10-MP-mp-1209015-synth_doped.cif,data/source/MP/raw/cifs/mp-1209015.cif,mp-1209015,0.0,,2019-01-12 11:49:19.218000,6.326909644319984,,,,0.0713479901315814,4.66362603,520.0,-109.00493972,-5.737102090526316,"{'tags': ['Sr1.9Ca2Cu3Bi2.1O10.05', 'high-Tc cuprate family', 'Ba2Ca2Cu3Tl2O10']}",-109.00493972,-5.737102090526316,-2.0488133880701755,[],False,[],True,2021-05-12 11:00:21.818000,NM,19,2,mp-1209015,oxide,Sr2Ca2Cu3(BiO5)2,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Ca_sv', 'Cu_pv', 'Bi', 'O'], 'pot_type': 'paw'}","{'Sr': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'Bi': 2.0, 'O': 10.0}",GGA,mp-1209015,"['mp-1209015', 'mp-1925561']",0.005042,"{'Sr': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'Bi': 2.0, 'O': 10.0}",268.75259830640584,[],NM,False,107,0,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.876074885144588e-05,0.005042,0,0.005042,MP,data/source/MP/cleaned/cifs/MP-mp-1209015.cif,True,,data/final/MP/graphs/Bi1.7Ca2Cu3Pb0.3Sr2O10-MP-mp-1209015-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,0,0,1,0,1.0
Bi1Ca0.35Cu2Pb1Sr2Y0.65O8,2,0.02,4.0,False,Bi4Ca1.4Cu8Pb4Sr8Y2.6O32,Bi4Ca2Cu8Pb4Sr8Y2O32,76.0,Cuprate,True,Bi6.667Ca2.333Cu13.333Pb6.667Sr13.333Y4.333O53.333333333333336,Bi-Ca-Cu-Pb-Sr-Y-O,7,Supercon,Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,MP-mp-1218870,Sr8Ca2Y2Cu8Bi4Pb4O32,Bi-Ca-Cu-Pb-Sr-Y-O,Bi6.667Ca3.333Cu13.333Pb6.667Sr13.333Y3.333O53.333333333333336,P 1 2/c 1,monoclinic,5.393147,5.46205321,31.57964053,data/final/MP/cifs/Bi1Ca0.35Cu2Pb1Sr2Y0.65O8-MP-mp-1218870-synth_doped.cif,data/source/MP/raw/cifs/mp-1218870.cif,mp-1218870,0.0,,2019-01-12 19:58:05.080000,6.504642892556258,,,,0.0174792517343735,3.51648169,520.0,-359.0010128,-5.983350213333334,{'tags': []},-359.0010128,-5.983350213333334,-2.1497632024444444,[],False,[],True,2021-05-12 11:00:42.526000,NM,60,2,mp-1218870,oxide,Sr4CaYCu4Bi2(PbO8)2,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Ca_sv', 'Y_sv', 'Cu_pv', 'Bi', 'Pb_d', 'O'], 'pot_type': 'paw'}","{'Sr': 4.0, 'Ca': 1.0, 'Y': 1.0, 'Cu': 4.0, 'Bi': 2.0, 'Pb': 2.0, 'O': 16.0}",GGA,mp-1218870,"['mp-1218870', 'mp-1894487']",0.0660297,"{'Sr': 8.0, 'Ca': 2.0, 'Y': 2.0, 'Cu': 8.0, 'Bi': 4.0, 'Pb': 4.0, 'O': 32.0}",930.2587864724716,[],NM,False,13,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0001419598523769,0.0660297,0,0.1320594,MP,data/source/MP/cleaned/cifs/MP-mp-1218870.cif,True,,data/final/MP/graphs/Bi1Ca0.35Cu2Pb1Sr2Y0.65O8-MP-mp-1218870-synth_doped.json,0,True,2/m,0,0,3,0,0,0,0,1,0,0,0,1.0
Bi2Ca0.1Cu2Pr0.9Sr2O8,2,0.0133333333333333,1.0,True,Bi2Ca0.1Cu2Pr0.9Sr2O8,Bi2Cu2Pr1Sr2O8,0.0,Cuprate,True,Bi13.333Ca0.667Cu13.333Pr6Sr13.333O53.333333333333336,Bi-Ca-Cu-Pr-Sr-O,6,Supercon,Bi2Sr2Ca0.1Pr0.9Cu2O8,MP-mp-1208752,Sr2Pr1Cu2Bi2O8,Bi-Cu-Pr-Sr-O,Bi13.333Cu13.333Pr6.667Sr13.333O53.333333333333336,I 4/m m m,tetragonal,3.834136000030565,3.834136000030565,15.612086169999998,data/final/MP/cifs/Bi2Ca0.1Cu2Pr0.9Sr2O8-MP-mp-1208752-synth_doped.cif,data/source/MP/raw/cifs/mp-1208752.cif,mp-1208752,0.0,,2019-01-12 11:36:34.547000,7.267491513783425,,,{'GGA': {'task_id': 'mp-1737201'}},0.1119466963333302,5.05599766,520.0,-89.97734715,-5.99848981,"{'tags': ['Ba2CaCu2Tl2O8', 'high-Tc cuprate family', 'Sr2Cu2PrBi2O8']}",-89.97734715,-5.99848981,-2.1167527398888883,[],False,[],True,2021-05-12 11:00:21.818000,NM,15,4,mp-1208752,oxide,Sr2PrCu2(BiO4)2,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Pr_3', 'Cu_pv', 'Bi', 'O'], 'pot_type': 'paw'}","{'Sr': 2.0, 'Pr': 1.0, 'Cu': 2.0, 'Bi': 2.0, 'O': 8.0}",GGA,mp-1208752,"['mp-1208752', 'mp-1390177', 'mp-1737201', 'mp-1934574']",0.0020197,"{'Sr': 2.0, 'Pr': 1.0, 'Cu': 2.0, 'Bi': 2.0, 'O': 8.0}",226.019943500512,[],NM,False,139,0,"[0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.935937106786441e-06,0.0020197,0,0.0020197,MP,data/source/MP/cleaned/cifs/MP-mp-1208752.cif,True,,data/final/MP/graphs/Bi2Ca0.1Cu2Pr0.9Sr2O8-MP-mp-1208752-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,0,0,1,0,1.0
Bi2Ca0.1Cu2Sr2Y0.9O8,2,0.0133333333333333,2.0,False,Bi4Ca0.2Cu4Sr4Y1.8O16,Bi4Cu4Sr4Y2O16,0.0,Cuprate,True,Bi13.333Ca0.667Cu13.333Sr13.333Y6O53.333333333333336,Bi-Ca-Cu-Sr-Y-O,6,Supercon,Bi2Sr2Ca0.1Y0.9Cu2O8,MP-mp-1208863,Sr4Y2Cu4Bi4O16,Bi-Cu-Sr-Y-O,Bi13.333Cu13.333Sr13.333Y6.667O53.333333333333336,C c c m,orthorhombic,5.350205,5.505885998177413,15.59802851,data/final/MP/cifs/Bi2Ca0.1Cu2Sr2Y0.9O8-MP-mp-1208863-synth_doped.cif,data/source/MP/raw/cifs/mp-1208863.cif,mp-1208863,0.0,,2019-01-12 11:41:58.514000,6.881971262733002,,,{'GGA': {'task_id': 'mp-1680775'}},0.0913935707916726,5.2812548,520.0,-185.05210166,-6.1684033886666665,"{'tags': ['high-Tc cuprate family', 'Sr2(Sr0.4Y0.6)Cu2Bi2O8.7', 'Sr2.4Cu2Y0.6Bi2O8.7']}",-185.05210166,-6.1684033886666665,-2.174294854,[],False,[],True,2021-05-12 11:00:21.818000,FM,30,4,mp-1208863,oxide,Sr2YCu2(BiO4)2,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Y_sv', 'Cu_pv', 'Bi', 'O'], 'pot_type': 'paw'}","{'Sr': 2.0, 'Y': 1.0, 'Cu': 2.0, 'Bi': 2.0, 'O': 8.0}",GGA,mp-1208863,"['mp-1208863', 'mp-1359079', 'mp-1680775', 'mp-1819085']",0.1409948,"{'Sr': 4.0, 'Y': 2.0, 'Cu': 4.0, 'Bi': 4.0, 'O': 16.0}",452.2677998757687,[],FM,True,66,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0006235013858547,0.1409948,4,0.2819896,MP,data/source/MP/cleaned/cifs/MP-mp-1208863.cif,True,,data/final/MP/graphs/Bi2Ca0.1Cu2Sr2Y0.9O8-MP-mp-1208863-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,0,1,0,0,1.0
Bi2Ca0.7Cu2I1Sr2Y0.3O8,3,0.0375,2.0,False,Bi4Ca1.4Cu4I2Sr4Y0.6O16,Bi4Ca2Cu4I2Sr4O16,79.0,Cuprate,True,Bi12.5Ca4.375Cu12.5I6.25Sr12.5Y1.875O50,Bi-Ca-Cu-I-Sr-Y-O,7,Supercon,Bi2Sr2Ca0.7Y0.3Cu2I1O8,MP-mp-1209124,Sr4Ca2Cu4Bi4I2O16,Bi-Ca-Cu-I-Sr-O,Bi12.5Ca6.25Cu12.5I6.25Sr12.5O50,P m n a,orthorhombic,5.21493,5.481615,19.120353,data/final/MP/cifs/Bi2Ca0.7Cu2I1Sr2Y0.3O8-MP-mp-1209124-synth_doped.cif,data/source/MP/raw/cifs/mp-1209124.cif,mp-1209124,0.0,,2019-01-12 11:54:40.777000,6.168902819730907,,,,0.092595106494147,3.5592228,520.0,-175.92812723,-5.4977539759375,{'tags': ['Sr2CaCu2Bi2IO8']},-175.92812723,-5.4977539759375,-1.9605183883333333,[],False,[],True,2021-05-12 11:00:21.818000,NM,32,3,mp-1209124,oxide,Sr2CaCu2Bi2IO8,"{'functional': 'PBE', 'labels': ['Sr_sv', 'Ca_sv', 'Cu_pv', 'Bi', 'I', 'O'], 'pot_type': 'paw'}","{'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'Bi': 2.0, 'I': 1.0, 'O': 8.0}",GGA,mp-1209124,"['mp-1209124', 'mp-1361882', 'mp-1929533']",0.31195235,"{'Sr': 4.0, 'Ca': 2.0, 'Cu': 4.0, 'Bi': 4.0, 'I': 2.0, 'O': 16.0}",546.5789712906787,[],NM,False,53,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0011414721984761,0.31195235,0,0.6239047,MP,data/source/MP/cleaned/cifs/MP-mp-1209124.cif,True,,data/final/MP/graphs/Bi2Ca0.7Cu2I1Sr2Y0.3O8-MP-mp-1209124-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
